Northern Africa,2016-11-07,3.0,,3,,,,,Unknown,Eastern Africa (P),Mixed or unknown,Sudan,Sahara Desert crossing,"Mountain cave in the desert, Sudan",http://www.mixedmigration.org/4mi/,2,"What is 4Mi?

4Mi is the Mixed Migration Centre’s flagship primary data collection system, an innovative approach that helps fill knowledge gaps, and inform policy and response regarding the nature of mixed migratory movements and the protection risks for migrants on the move. It is a regular, standardized, quantitative and globalized system, with a network of more than 120 field enumerators who are conducting survey interviews with migrants on the move in around 15 countries at any one point in time.

In-depth survey interviews with migrants

4Mi has a unique network of field enumerators situated along frequently used mixed migration routes and in major migratory hubs. Our enumerators use a standard in-depth survey to conduct more than 1,000 4Mi interviews per month with migrants who have recently arrived in a location or are still on the move. MMC has conducted more than 125,000 surveys since 4Mi began in 2014.

Through 4Mi, MMC places those on the move and what they say at the heart of our understanding of the mixed migration phenomenon, and the 4Mi approach enables MMC to gather extensive and timely data relating to individual profiles, drivers of migration, experiences and decision-making along the journey, interactions with smugglers, and aspirations and destination choices.

More on how 4Mi works, our methodology and how we collect our data, can be found here in our FAQs"
Northern Africa,2016-11-07,1.0,,1,,,,,Unknown,Eastern Africa (P),Mixed or unknown,Egypt,Sahara Desert crossing,"In the desert around Asyut, Egypt",http://www.mixedmigration.org/4mi/,2,"What is 4Mi?

4Mi is the Mixed Migration Centre’s flagship primary data collection system, an innovative approach that helps fill knowledge gaps, and inform policy and response regarding the nature of mixed migratory movements and the protection risks for migrants on the move. It is a regular, standardized, quantitative and globalized system, with a network of more than 120 field enumerators who are conducting survey interviews with migrants on the move in around 15 countries at any one point in time.

In-depth survey interviews with migrants

4Mi has a unique network of field enumerators situated along frequently used mixed migration routes and in major migratory hubs. Our enumerators use a standard in-depth survey to conduct more than 1,000 4Mi interviews per month with migrants who have recently arrived in a location or are still on the move. MMC has conducted more than 125,000 surveys since 4Mi began in 2014.

Through 4Mi, MMC places those on the move and what they say at the heart of our understanding of the mixed migration phenomenon, and the 4Mi approach enables MMC to gather extensive and timely data relating to individual profiles, drivers of migration, experiences and decision-making along the journey, interactions with smugglers, and aspirations and destination choices.

More on how 4Mi works, our methodology and how we collect our data, can be found here in our FAQs"
Northern Africa,2016-11-07,1.0,,1,,,,,Unknown,Eastern Africa (P),Mixed or unknown,Sudan,Sahara Desert crossing,"Sinnar, Sudan",http://www.mixedmigration.org/4mi/,2,"What is 4Mi?

4Mi is the Mixed Migration Centre’s flagship primary data collection system, an innovative approach that helps fill knowledge gaps, and inform policy and response regarding the nature of mixed migratory movements and the protection risks for migrants on the move. It is a regular, standardized, quantitative and globalized system, with a network of more than 120 field enumerators who are conducting survey interviews with migrants on the move in around 15 countries at any one point in time.

In-depth survey interviews with migrants

4Mi has a unique network of field enumerators situated along frequently used mixed migration routes and in major migratory hubs. Our enumerators use a standard in-depth survey to conduct more than 1,000 4Mi interviews per month with migrants who have recently arrived in a location or are still on the move. MMC has conducted more than 125,000 surveys since 4Mi began in 2014.

Through 4Mi, MMC places those on the move and what they say at the heart of our understanding of the mixed migration phenomenon, and the 4Mi approach enables MMC to gather extensive and timely data relating to individual profiles, drivers of migration, experiences and decision-making along the journey, interactions with smugglers, and aspirations and destination choices.

More on how 4Mi works, our methodology and how we collect our data, can be found here in our FAQs"
Northern Africa,2016-11-07,2.0,,2,,,,,Unknown,Eastern Africa (P),Mixed or unknown,Sudan,Sahara Desert crossing,Desert of Aswan on border of Sudan and Egypt,http://www.mixedmigration.org/4mi/,2,"What is 4Mi?

4Mi is the Mixed Migration Centre’s flagship primary data collection system, an innovative approach that helps fill knowledge gaps, and inform policy and response regarding the nature of mixed migratory movements and the protection risks for migrants on the move. It is a regular, standardized, quantitative and globalized system, with a network of more than 120 field enumerators who are conducting survey interviews with migrants on the move in around 15 countries at any one point in time.

In-depth survey interviews with migrants

4Mi has a unique network of field enumerators situated along frequently used mixed migration routes and in major migratory hubs. Our enumerators use a standard in-depth survey to conduct more than 1,000 4Mi interviews per month with migrants who have recently arrived in a location or are still on the move. MMC has conducted more than 125,000 surveys since 4Mi began in 2014.

Through 4Mi, MMC places those on the move and what they say at the heart of our understanding of the mixed migration phenomenon, and the 4Mi approach enables MMC to gather extensive and timely data relating to individual profiles, drivers of migration, experiences and decision-making along the journey, interactions with smugglers, and aspirations and destination choices.

More on how 4Mi works, our methodology and how we collect our data, can be found here in our FAQs"
South-eastern Asia,2016-11-07,,5.0,5,,1.0,,4.0,Myanmar,Southern Asia,Drowning,Myanmar,,"Naf River, on border between Bangladesh and Myanmar",http://bit.ly/2lLfCr5,1,"In the world of online slot gaming in Thailand, the opportunity to start your slot adventure with a deposit as low as 10rb pulsa opens the door to endless entertainment. With the Slot Deposit Pulsa 10rb feature, players can dive into the vibrant and thrilling world of slot games without breaking the bank. Whether you are a seasoned player or a newcomer looking to explore the excitement of online slots, the accessibility of a 10rb pulsa deposit option provides a convenient entry point into the exhilarating realm of slot gaming.

Thailand’s flourishing slot scene offers a diverse array of options, from Slot Server Thailand Asli to Slotthailand choices that cater to every player’s preferences. With features like Server Thailand Slot Gacor and the authentic Slot Thailand Asli experience, players are treated to high-quality gameplay and exciting possibilities. By combining the convenience of pulsa deposits with the captivating offerings of Thailand’s slot servers, players can embark on a thrilling gaming journey filled with excitement and rewards.

1. How to Deposit Pulsa 10rb

To make a pulsa 10rb deposit for slot games in Thailand, follow these simple steps. Firstly, ensure you have sufficient credit on your mobile phone. Server Thailand Slot Gacor Secondly, locate the designated pulsa 10rb deposit option within the slot game platform. Lastly, enter the amount of 10rb and confirm the transaction to successfully complete the deposit.

Remember, when depositing pulsa 10rb, make sure that you are connected to a stable internet connection to avoid any interruptions during the transaction process. Once the deposit is successful, you should see the corresponding credit reflected in your slot game account balance immediately, allowing you to start playing without delay.

In case you encounter any issues or delays during the pulsa 10rb deposit process, do not hesitate to reach out to the customer support team of the slot game platform. They will assist you in troubleshooting any problems and ensure that your deposit is processed smoothly.

Top Slot Games in Thailand

In Thailand, players can enjoy a diverse selection of top slot games that cater to various preferences and themes. With options ranging from classic fruit machines to modern video slots, there is something for every type of player in the vibrant Thai slot gaming scene.

One popular choice among players is the Thai-themed slot games that feature iconic symbols and imagery from the country. These games immerse players in the rich Thai culture and traditions, creating an engaging and authentic gaming experience that resonates with local and international players alike.

For those seeking a more modern slot experience, Thai servers offer a wide range of innovative and exciting slot games that incorporate cutting-edge graphics, animations, and bonus features. These games provide a thrilling and immersive gameplay experience that keeps players coming back for more.

Tips for Winning on Thailand Slot Servers

Firstly, it is essential to familiarize yourself with the specific rules and features of the Slot Deposit Pulsa 10rb Thailand servers. Understanding how the slots operate and any special bonuses or symbols can greatly enhance your chances of winning.

Additionally, managing your bankroll effectively is crucial for sustainable success in Slot Server Thailand Asli. Set a budget for your deposits and stick to it, ensuring you don’t wager more than you can afford to lose. This approach will help you prolong your gameplay and potentially increase your winnings over time.

Lastly, consider trying out different Slot Thailand Asli games on the server to diversify your experience. Each game may have unique mechanics or payout structures that could work better for your playing style. By exploring a variety of slots, you may discover hidden gems that offer greater returns."
Northern Africa,2016-11-11,10.0,,10,,,,,Unknown,Eastern Africa (P),Mixed or unknown,Sudan,Sahara Desert crossing,"Around abu hamad in the desert, Sudan",http://www.mixedmigration.org/4mi/,2,"What is 4Mi?

4Mi is the Mixed Migration Centre’s flagship primary data collection system, an innovative approach that helps fill knowledge gaps, and inform policy and response regarding the nature of mixed migratory movements and the protection risks for migrants on the move. It is a regular, standardized, quantitative and globalized system, with a network of more than 120 field enumerators who are conducting survey interviews with migrants on the move in around 15 countries at any one point in time.

In-depth survey interviews with migrants

4Mi has a unique network of field enumerators situated along frequently used mixed migration routes and in major migratory hubs. Our enumerators use a standard in-depth survey to conduct more than 1,000 4Mi interviews per month with migrants who have recently arrived in a location or are still on the move. MMC has conducted more than 125,000 surveys since 4Mi began in 2014.

Through 4Mi, MMC places those on the move and what they say at the heart of our understanding of the mixed migration phenomenon, and the 4Mi approach enables MMC to gather extensive and timely data relating to individual profiles, drivers of migration, experiences and decision-making along the journey, interactions with smugglers, and aspirations and destination choices.

More on how 4Mi works, our methodology and how we collect our data, can be found here in our FAQs"
Mediterranean,2016-11-14,,135.0,135,15.0,,135.0,,Unknown,Sub-Saharan Africa (P),Drowning,Libya,Central Mediterranean,Unspecified location between Libya and Italy,http://bit.ly/2eZjnox,4,"Rescue effort under way in the Mediterranean, with only 23 rescued so far from a boat carrying more than 120 people.

Around 100 people are feared drowned in the Mediterranean Sea after a dinghy capsized off Libya, according to rescue teams frantically searching for survivors in darkness and rough seas.

Rescuers and the Italian coastguard said on Tuesday that they had recovered seven bodies.

According to German NGO Jugend Rettet, which has a boat in the Mediterranean, 23 survivors had been rescued by an oil tanker which was first to reach the stricken dinghy.

Sad news from board.. Stay strong everyone! pic.twitter.com/onDawHdtok — Jugend RETTET – IUVENTA (@jugendrettet) November 15, 2016

The survivors and four of the recovered bodies were transferred from the tanker to the Aquarius, a boat operated by another charity group, SOS Mediterranee.

A survivor told one of that organisation’s staff that the dinghy had begun to sink at 6am, four hours before the arrival of the tanker.

READ MORE: More than 2,000 refugees rescued off Libya’s coast

“We were 122 on the boat, no children under 15, but there were 10 women travelling with us and only one survived,” the recued man was quoted as saying.

“We waited in the water, taking any floating thing to remain afloat, but most of the people drowned, including my little brother. He was 15.

“At 10, the tanker came and rescued us. I want to call home to tell them that my brother died.”

Attempts to find any survivors were continuing but were being hampered by very rough conditions and the chances of finding anyone alive appeared slim.

Second disaster

The latest tragedy came a day after the sinking of another dinghy in the Mediterranean.

Officials with the UN refugee agency, UNHCR, said on Tuesday that dozens of people probably died before the merchant ship reached that dinghy, which was of a type that would normally have 100-150 passengers packed on board.

INTERACTIVE: Why on earth would anyone do this?

Only 15 people managed to survive, and on Tuesday they were on board an Italilan coastguard ship en route to the Sicilian port of Catania.

Exactly how many people died will not be known until the ship’s arrival in Catania, but it would be unusual for traffickers to set sail from Libya with as few as 15 people on board.

The coastguard said a total of 298 people were rescued in three operations on Tuesday, taking the total rescued since Saturday to 2,600.

The latest deaths add to a total of 4,271 mostly African people who have died trying to cross the Mediterranean this year, according to the UN refugee agency.

This year is already the deadliest on record for migrants and refugees trying to reach Europe, with uncertainty about the situation in conflict-torn Libya fuelling a higher number of departures in difficult weather conditions at the onset of winter."
Mediterranean,2016-11-14,,3.0,3,122.0,,3.0,1.0,Unknown,Unknown,Drowning,Libya,Central Mediterranean,Unspecified location between Libya and Italy,http://ind.pn/2ghvm6B,4,"For free real time breaking news alerts sent straight to your inbox sign up to our breaking news emails Sign up to our free breaking news emails Please enter a valid email address Please enter a valid email address SIGN UP I would like to be emailed about offers, events and updates from The Independent. Read our privacy notice Thanks for signing up to the

Breaking News email {{ #verifyErrors }} {{ message }} {{ /verifyErrors }} {{ ^verifyErrors }} Something went wrong. Please try again later {{ /verifyErrors }}

At least 240 refugees have died in 48 hours of boat disasters in the Mediterranean Sea as asylum seekers continue desperate attempts to reach Europe in worsening weather.

Only 15 people survived one sinking off the coast of Libya on Monday, telling rescuers around 135 people who had been packed into their rubber dinghy drowned.

At least 95 others died in a second disaster on Tuesday, with just nine bodies recovered from the water so far, pushing the death toll for 2016 over 4,500.

A day rescuing refugees from the Mediterranean Sea

Survivors of the first sinking arrived on an Italian Coast Guard ship in the Sicilian port of Catania on Wednesday, where they told the UN refugee agency (UNHCR) of their ordeal

“The survivors told us that there were about 150 people on board, so there would be about 135 missing,” spokesperson Iosta Ibba told AFP.

On Tuesday, an oil tanker was dispatched by Italian commanders to another capsized dinghy and rescued 23 of more than 120 people who had set out from Libya.

They were plucked out of the water and transferred to the Aquarius humanitarian ship run by SOS Mediterranée and Médecins Sans Frontières (MSF) to be taken to Italy.

Jugend Rettet, a German NGO, said its vessel had been recovered dead bodies from the water but the vast majority of refugees killed in boat disasters are never found or identified.

A survivor told a member of SOS Mediterranée staff that the dinghy had begun to sink at 6am, four hours before the tanker arrived.

In pictures: A day of refugee rescues in the Mediterranean Sea Show all 7 1 / 7 In pictures: A day of refugee rescues in the Mediterranean Sea In pictures: A day of refugee rescues in the Mediterranean Sea A baby being taken on to MSF's Bourbon Argos ship from a boat carrying 130 migrants and refugees Lizzie Dearden In pictures: A day of refugee rescues in the Mediterranean Sea A refugee boat carrying 101 people being rescued by MSF's Bourbon Argos Lizzie Dearden In pictures: A day of refugee rescues in the Mediterranean Sea A refugee boat carrying 101 people being rescued by MSF's Bourbon Argos all images by Lizzie Dearden In pictures: A day of refugee rescues in the Mediterranean Sea A baby among refugees on a boat carrying 185 people off the coast of Libya Lizzie Dearden In pictures: A day of refugee rescues in the Mediterranean Sea Migrants and refugees sleeping after being rescued by MSF's Bourbon Argos ship Lizzie Dearden In pictures: A day of refugee rescues in the Mediterranean Sea A crew from MSF's Bourbon Argos ship rescuing a boat carrying 130 migrants and refugees off the coast of Libya, at sunrise Lizzie Dearden In pictures: A day of refugee rescues in the Mediterranean Sea A woman in a stretcher being lifted onto MSF's Bourbon Argos ship from a boat carrying 130 migrants and refugees off the coast of Libya Lizzie Dearden

""We were 122 on the boat, no children under 15, but there were 10 women travelling with us and only one survived,” the survivor was quoted as saying.

""We waited in the water, taking any floating thing to remain afloat, but most of the people drowned, including my little brother. He was 15.

Recommended A day rescuing refugees from the Mediterranean Sea

""At 10am the tanker came and rescued us. I want to call home to tell them that my brother died.""

People smugglers have continued to launch overcrowded boats from the Libyan coast despite worsening weather conditions, seeing a string of tragedies in recent weeks.

Also on Tuesday, the Aquarius was called to a deflating refugee dinghy off the coast of Libya that had been at sea for 12 hours.

Rescuers arrived to find the boat filled with water and sinking, with panicking refugees jumping into the water including one person who the team could not prevent from drowning.

Five dead bodies were found on the boat and a 10-year-old boy and a woman had to be evacuated by helicopter for emergency medical attention, while 114 survivors were treated for hypothermia, fuel inhalation and chemical burns.

Three children under the age of five, 21 minors and eight women were among the saved passengers.

The refugee crisis has made the passage from Libya to Italy the deadliest in the deadliest in the world, claiming the vast majority of more than 4,300 lives lost in treacherous sea crossings to Europe so far this year.

Rescue workers carry a bag containing the dead body of a migrant which washed ashore, in Tripoli's Janzour city, Libya November 5, 2016. ( Reuters )

It is the highest number on record, with analysts warning that EU anti-smuggling missions have driven people smugglers to pack refugees into ever smaller and less seaworthy boats to evade detection.

The Migrant Offshore Aid Station (MOAS), a rescue charity, said efforts in the Mediterranean were becoming more challenging than ever, with humanitarian efforts overwhelmed by the changing tactics of smuggling networks.

The group said gangs appeared to be “industrialising” to meet demand as conflict and lawlessness continues in Libya, where asylum seekers report being detained, extorted and tortured before they are forced on to overcrowded boats.

“The combination of heavier loads and inferior quality is a recipe for disaster”, said MOAS head of operations Ian Ruggier. “There is no doubt that the vessels are built to last a few miles to see people beyond Libyan territorial waters.”

The group said the true death toll is almost certainly far higher than the recorded figure as many boat sinkings are feared to be unrecorded, and bodies washed back on to Libya’s shores are not routinely counted.

It is among several humanitarian groups calling on EU countries to provide safe passage for refugees trying to reach safety, such as resettlement programmes and visas, but political will has waned as anti-immigration parties continue to gain popularity.

Charities are additionally warning of dire conditions at overwhelmed reception and detention centres in Italy and Greece, but several nations, including the UK, are not taking part in a quota system for those who have already landed in Europe.

More than 340,200 migrants and asylum seekers have arrived in Europe by sea so far this year, with the crossing from Libya becoming the dominant route since the controversial EU-Turkey deal was implemented to stop arrivals over the Aegean Sea.

Around a quarter of those arriving are Syrian, followed by Afghans, Nigerians, Iraqis, Eritreans and other nationalities across Africa, the Middle East and Asia."
Northern Africa,2016-11-14,1.0,,1,,,,,Unknown,Eastern Africa (P),Mixed or unknown,Sudan,,"In the Nile River around Al Bawga, Sudan",http://www.mixedmigration.org/4mi/,2,"What is 4Mi?

4Mi is the Mixed Migration Centre’s flagship primary data collection system, an innovative approach that helps fill knowledge gaps, and inform policy and response regarding the nature of mixed migratory movements and the protection risks for migrants on the move. It is a regular, standardized, quantitative and globalized system, with a network of more than 120 field enumerators who are conducting survey interviews with migrants on the move in around 15 countries at any one point in time.

In-depth survey interviews with migrants

4Mi has a unique network of field enumerators situated along frequently used mixed migration routes and in major migratory hubs. Our enumerators use a standard in-depth survey to conduct more than 1,000 4Mi interviews per month with migrants who have recently arrived in a location or are still on the move. MMC has conducted more than 125,000 surveys since 4Mi began in 2014.

Through 4Mi, MMC places those on the move and what they say at the heart of our understanding of the mixed migration phenomenon, and the 4Mi approach enables MMC to gather extensive and timely data relating to individual profiles, drivers of migration, experiences and decision-making along the journey, interactions with smugglers, and aspirations and destination choices.

More on how 4Mi works, our methodology and how we collect our data, can be found here in our FAQs"
Eastern Africa,2016-11-14,3.0,,3,,,,,Unknown,Eastern Africa (P),Mixed or unknown,Ethiopia,Northern Route from EHOA,"Around Metema Road, Shawira, Ethiopia",http://www.mixedmigration.org/4mi/,2,"What is 4Mi?

4Mi is the Mixed Migration Centre’s flagship primary data collection system, an innovative approach that helps fill knowledge gaps, and inform policy and response regarding the nature of mixed migratory movements and the protection risks for migrants on the move. It is a regular, standardized, quantitative and globalized system, with a network of more than 120 field enumerators who are conducting survey interviews with migrants on the move in around 15 countries at any one point in time.

In-depth survey interviews with migrants

4Mi has a unique network of field enumerators situated along frequently used mixed migration routes and in major migratory hubs. Our enumerators use a standard in-depth survey to conduct more than 1,000 4Mi interviews per month with migrants who have recently arrived in a location or are still on the move. MMC has conducted more than 125,000 surveys since 4Mi began in 2014.

Through 4Mi, MMC places those on the move and what they say at the heart of our understanding of the mixed migration phenomenon, and the 4Mi approach enables MMC to gather extensive and timely data relating to individual profiles, drivers of migration, experiences and decision-making along the journey, interactions with smugglers, and aspirations and destination choices.

More on how 4Mi works, our methodology and how we collect our data, can be found here in our FAQs"
Northern Africa,2016-11-14,4.0,,4,,,,,Unknown,Eastern Africa (P),Mixed or unknown,Sudan,Sahara Desert crossing,In the Sahara Desert near Egypt-Sudan border,http://www.mixedmigration.org/4mi/,2,"What is 4Mi?

4Mi is the Mixed Migration Centre’s flagship primary data collection system, an innovative approach that helps fill knowledge gaps, and inform policy and response regarding the nature of mixed migratory movements and the protection risks for migrants on the move. It is a regular, standardized, quantitative and globalized system, with a network of more than 120 field enumerators who are conducting survey interviews with migrants on the move in around 15 countries at any one point in time.

In-depth survey interviews with migrants

4Mi has a unique network of field enumerators situated along frequently used mixed migration routes and in major migratory hubs. Our enumerators use a standard in-depth survey to conduct more than 1,000 4Mi interviews per month with migrants who have recently arrived in a location or are still on the move. MMC has conducted more than 125,000 surveys since 4Mi began in 2014.

Through 4Mi, MMC places those on the move and what they say at the heart of our understanding of the mixed migration phenomenon, and the 4Mi approach enables MMC to gather extensive and timely data relating to individual profiles, drivers of migration, experiences and decision-making along the journey, interactions with smugglers, and aspirations and destination choices.

More on how 4Mi works, our methodology and how we collect our data, can be found here in our FAQs"
Northern Africa,2016-11-14,2.0,,2,,,,,Unknown,Eastern Africa (P),Violence,Sudan,Sahara Desert crossing,"Wad Madani, Sudan",http://www.mixedmigration.org/4mi/,2,"What is 4Mi?

4Mi is the Mixed Migration Centre’s flagship primary data collection system, an innovative approach that helps fill knowledge gaps, and inform policy and response regarding the nature of mixed migratory movements and the protection risks for migrants on the move. It is a regular, standardized, quantitative and globalized system, with a network of more than 120 field enumerators who are conducting survey interviews with migrants on the move in around 15 countries at any one point in time.

In-depth survey interviews with migrants

4Mi has a unique network of field enumerators situated along frequently used mixed migration routes and in major migratory hubs. Our enumerators use a standard in-depth survey to conduct more than 1,000 4Mi interviews per month with migrants who have recently arrived in a location or are still on the move. MMC has conducted more than 125,000 surveys since 4Mi began in 2014.

Through 4Mi, MMC places those on the move and what they say at the heart of our understanding of the mixed migration phenomenon, and the 4Mi approach enables MMC to gather extensive and timely data relating to individual profiles, drivers of migration, experiences and decision-making along the journey, interactions with smugglers, and aspirations and destination choices.

More on how 4Mi works, our methodology and how we collect our data, can be found here in our FAQs"
Northern Africa,2016-11-14,1.0,,1,,,,,Unknown,Eastern Africa (P),Mixed or unknown,Sudan,Sahara Desert crossing,"Near Atbara, Sudan",http://www.mixedmigration.org/4mi/,2,"What is 4Mi?

4Mi is the Mixed Migration Centre’s flagship primary data collection system, an innovative approach that helps fill knowledge gaps, and inform policy and response regarding the nature of mixed migratory movements and the protection risks for migrants on the move. It is a regular, standardized, quantitative and globalized system, with a network of more than 120 field enumerators who are conducting survey interviews with migrants on the move in around 15 countries at any one point in time.

In-depth survey interviews with migrants

4Mi has a unique network of field enumerators situated along frequently used mixed migration routes and in major migratory hubs. Our enumerators use a standard in-depth survey to conduct more than 1,000 4Mi interviews per month with migrants who have recently arrived in a location or are still on the move. MMC has conducted more than 125,000 surveys since 4Mi began in 2014.

Through 4Mi, MMC places those on the move and what they say at the heart of our understanding of the mixed migration phenomenon, and the 4Mi approach enables MMC to gather extensive and timely data relating to individual profiles, drivers of migration, experiences and decision-making along the journey, interactions with smugglers, and aspirations and destination choices.

More on how 4Mi works, our methodology and how we collect our data, can be found here in our FAQs"
Northern Africa,2016-11-14,4.0,,4,,,,,Unknown,Eastern Africa (P),Violence,Egypt,Sahara Desert crossing,"In the desert near Aswan, Egypt",http://www.mixedmigration.org/4mi/,2,"What is 4Mi?

4Mi is the Mixed Migration Centre’s flagship primary data collection system, an innovative approach that helps fill knowledge gaps, and inform policy and response regarding the nature of mixed migratory movements and the protection risks for migrants on the move. It is a regular, standardized, quantitative and globalized system, with a network of more than 120 field enumerators who are conducting survey interviews with migrants on the move in around 15 countries at any one point in time.

In-depth survey interviews with migrants

4Mi has a unique network of field enumerators situated along frequently used mixed migration routes and in major migratory hubs. Our enumerators use a standard in-depth survey to conduct more than 1,000 4Mi interviews per month with migrants who have recently arrived in a location or are still on the move. MMC has conducted more than 125,000 surveys since 4Mi began in 2014.

Through 4Mi, MMC places those on the move and what they say at the heart of our understanding of the mixed migration phenomenon, and the 4Mi approach enables MMC to gather extensive and timely data relating to individual profiles, drivers of migration, experiences and decision-making along the journey, interactions with smugglers, and aspirations and destination choices.

More on how 4Mi works, our methodology and how we collect our data, can be found here in our FAQs"
South-eastern Asia,2016-11-15,3.0,,3,,2.0,1.0,3.0,Myanmar,Southern Asia,Drowning,Myanmar,,"Naf River, on border between Bangladesh and Myanmar",http://bit.ly/2kwtWGq,4,
South-eastern Asia,2016-11-30,1.0,,1,1.0,1.0,,,Myanmar,Southern Asia,Violence,Myanmar,,"Unspecified location in Myanmar, near border with Bangladesh",http://bit.ly/2f34OA9,1,"Around 200 Rohingya stranded at Bangladesh border

DHAKA - Around 200 Rohingya Muslims fleeing a surge in violence after security forces took control of Myanmar's Rakhine state last month are stranded at the Bangladesh border, community leaders said Tuesday.

The northen part of Myanmar's Rakhine state has been under military lockdown for almost a month after deadly raids on three police border posts.

Bangladeshi border guards pushed back the Rohingya -- mostly women and children -- to the Myanmar side on Monday, community leaders told AFP.

""We heard they are 200 in number. They are mostly women and children who were only seeking a safe place to stay. They have no homes to go back,"" one of the Rohingya leaders told AFP from a refugee camp in Bangladesh's Teknaf border town.

A border guard spokesman put the figure at closer to 80.

Nearly 70 people have died in clashes with security forces since the Myanmar army swooped into Rakhine state, an area along the border with Bangladesh that is home to the Muslim Rohingya minority.

Violence escalated over the weekend, with troops killing more than 30 people in two days of fighting, according to the Myanmar army.

Activists say the actual toll could be much higher, accusing troops of killing civilians, raping women and torching homes -- allegations the army denies.

Authorities have heavily restricted access to the area, making it difficult to independently verify government reports or accusations of army abuse.

The stranded Rohingya crossed the Naf River -- which divides the two countries -- by boats in the early hours of Monday and were immediately sent back by Bangladeshi border guards.

""We have stopped and pushed back around 80 Rohingya people yesterday (Monday),"" border guard spokesman, Major Abu Russell Siddique, told AFP.

He said the Rohingya who were pushed back were economic migrants ""looking for work and treatment"", and denied the community leaders' claim that they were victims of recent violence in Rakhine.

Another border guard commander told AFP that Monday's group was the largest number of Rohingya pushed back since violence erupted in early October.

Nineteen-year-old Mohammad Towhid told AFP by phone that he also crossed in the early hours of Monday, but managed to avoid the border guards.

""They (Myanmar army) shot dead my sister before my eyes. I hid underneath heaps of cow dung during the attack. As the night fell, I rushed to the border,"" Towhid said, speaking from a Teknaf refugee camp.

""I left my mother alone at home. I don't know whether she survived or not,"" he said, adding that troops had torched hundreds of Rohingya homes.

The UN has labelled the Rohingya as one of the world's most persecuted peoples.

They are branded as illegal immigrants from Bangladesh by Myanmar's majority Buddhist population despite their long roots in the country, where they face apartheid-like restrictions on movement and are denied citizenship.

But the Bangladeshi government also refuses to register the hundreds of thousands of Rohingya refugees living on its side of the border."
Northern Africa,2016-11-16,3.0,,3,,,3.0,,Unknown,Eastern Africa (P),Violence,Sudan,Sahara Desert crossing,"Wad Madani, Sudan",http://www.mixedmigration.org/4mi/,2,"What is 4Mi?

4Mi is the Mixed Migration Centre’s flagship primary data collection system, an innovative approach that helps fill knowledge gaps, and inform policy and response regarding the nature of mixed migratory movements and the protection risks for migrants on the move. It is a regular, standardized, quantitative and globalized system, with a network of more than 120 field enumerators who are conducting survey interviews with migrants on the move in around 15 countries at any one point in time.

In-depth survey interviews with migrants

4Mi has a unique network of field enumerators situated along frequently used mixed migration routes and in major migratory hubs. Our enumerators use a standard in-depth survey to conduct more than 1,000 4Mi interviews per month with migrants who have recently arrived in a location or are still on the move. MMC has conducted more than 125,000 surveys since 4Mi began in 2014.

Through 4Mi, MMC places those on the move and what they say at the heart of our understanding of the mixed migration phenomenon, and the 4Mi approach enables MMC to gather extensive and timely data relating to individual profiles, drivers of migration, experiences and decision-making along the journey, interactions with smugglers, and aspirations and destination choices.

More on how 4Mi works, our methodology and how we collect our data, can be found here in our FAQs"
Northern Africa,2016-11-16,2.0,,2,,,2.0,,Unknown,Eastern Africa (P),Violence,Sudan,Sahara Desert crossing,"Khartoum, Sudan",http://www.mixedmigration.org/4mi/,2,"What is 4Mi?

4Mi is the Mixed Migration Centre’s flagship primary data collection system, an innovative approach that helps fill knowledge gaps, and inform policy and response regarding the nature of mixed migratory movements and the protection risks for migrants on the move. It is a regular, standardized, quantitative and globalized system, with a network of more than 120 field enumerators who are conducting survey interviews with migrants on the move in around 15 countries at any one point in time.

In-depth survey interviews with migrants

4Mi has a unique network of field enumerators situated along frequently used mixed migration routes and in major migratory hubs. Our enumerators use a standard in-depth survey to conduct more than 1,000 4Mi interviews per month with migrants who have recently arrived in a location or are still on the move. MMC has conducted more than 125,000 surveys since 4Mi began in 2014.

Through 4Mi, MMC places those on the move and what they say at the heart of our understanding of the mixed migration phenomenon, and the 4Mi approach enables MMC to gather extensive and timely data relating to individual profiles, drivers of migration, experiences and decision-making along the journey, interactions with smugglers, and aspirations and destination choices.

More on how 4Mi works, our methodology and how we collect our data, can be found here in our FAQs"
Northern Africa,2016-11-16,4.0,,4,,,,,Unknown,Eastern Africa (P),Violence,Sudan,Sahara Desert crossing,"In the Sahara Desert, Sudan",http://www.mixedmigration.org/4mi/,2,"What is 4Mi?

4Mi is the Mixed Migration Centre’s flagship primary data collection system, an innovative approach that helps fill knowledge gaps, and inform policy and response regarding the nature of mixed migratory movements and the protection risks for migrants on the move. It is a regular, standardized, quantitative and globalized system, with a network of more than 120 field enumerators who are conducting survey interviews with migrants on the move in around 15 countries at any one point in time.

In-depth survey interviews with migrants

4Mi has a unique network of field enumerators situated along frequently used mixed migration routes and in major migratory hubs. Our enumerators use a standard in-depth survey to conduct more than 1,000 4Mi interviews per month with migrants who have recently arrived in a location or are still on the move. MMC has conducted more than 125,000 surveys since 4Mi began in 2014.

Through 4Mi, MMC places those on the move and what they say at the heart of our understanding of the mixed migration phenomenon, and the 4Mi approach enables MMC to gather extensive and timely data relating to individual profiles, drivers of migration, experiences and decision-making along the journey, interactions with smugglers, and aspirations and destination choices.

More on how 4Mi works, our methodology and how we collect our data, can be found here in our FAQs"
